"","varObjBin","humid","humid90","temp","temp90","h10pix","h10pix90","trees","trees90","Xmin","Xmax","Ymin","Ymax"
"39","No",-0.963491975304391,-1.03595119936544,-0.518365554983602,-0.627774086953146,-0.806276129152467,-0.859010373682223,-0.679458768047555,-0.819171690085755,-0.235957697948012,-0.27412891198987,0.626364695754561,0.66920362993338
"40","No",-0.616649688309059,-0.691641871873481,-0.293821156558384,-0.436016018295467,-0.893306322060005,-0.953016272021686,0.932883825055935,0.339125225917967,-0.139140373174467,-0.177023762750259,0.711844092141399,0.775278910801089
"41","No",-0.855953725439484,-0.916984706393362,0.156328149847911,0.185275699222823,-0.893306322060005,-0.898500160528995,-0.951672452597495,-1.22614087678977,-0.139140373174467,-0.152747475440356,0.647734544851271,0.647988573759838
"42","No",-0.79521036080234,-0.857416563320666,-0.451312179307823,-0.590353566029004,-0.850804167885447,-0.905052858112506,-0.742277310636003,-0.940914609185245,-0.155276593970058,-0.185115858520226,0.69047424304469,0.754063854627547
"43","No",-0.930629442421091,-0.89563934775369,-0.292255495154412,-0.00725025313166638,-0.844667535641894,-0.903811243395322,-0.951672452597495,-1.22614087678977,-0.179480925163444,-0.177023762750259,0.647734544851271,0.626773517586297
"44","No",-1.05230184770965,-1.12768723430512,-0.532917640111889,-0.685477055033451,-0.751179417099604,-0.809234756441992,-0.700398282243704,-1.01743872976207,-0.0987998211854904,-0.136563283900421,0.69047424304469,0.754063854627547
"45","No",-0.820437437809454,-0.862873316995199,-0.41233393222348,-0.50499974677804,-0.817109978438616,-0.839956984611069,-0.0303338279669291,0.0956393877189864,-0.123004152378877,-0.152747475440356,0.711844092141399,0.775278910801089
"46","No",-1.05086108514269,-1.09569816397553,-0.0890183683709817,-0.0390334784477781,-0.844667535641894,-0.903811243395322,-0.951672452597495,-1.22614087678977,-0.18754903556124,-0.193207954290194,0.604994846657852,0.605558461412755
"47","No",-0.57885157067335,-0.653809639097743,-0.236635492749502,-0.376351422780322,-0.837622620441778,-0.896684312819544,-0.909793424205197,-1.19135718561848,-0.211753366754626,-0.249852624679967,0.647734544851271,0.711633742280463
"48","No",-0.811399083476051,-0.853993171812201,-0.261585663493852,-0.312144419461635,-0.856940800128986,-0.903811243395322,-0.951672452597495,-1.22614087678977,-0.155276593970058,-0.177023762750259,0.66910439394798,0.690418686106922
"49","No",-1.09548403609476,-1.14798865089228,-0.516288436256241,-0.667262762386674,-0.751179417099604,-0.707115748211318,-0.951672452597495,-1.19831392385274,-0.106867931583286,-0.128471188130453,0.66910439394798,0.732848798454005
"50","No",-0.912461945797788,-0.71461959261214,-0.505372766298402,-0.437527171008477,-0.837622620441778,-0.896684312819544,-0.930732938401346,-1.19135718561848,-0.227889587550217,-0.257944720449935,0.647734544851271,0.66920362993338
"51","No",-0.834411949607826,-0.891188963545767,-0.37386720194812,-0.48916343336458,-0.772657629952011,-0.830963013992684,-0.846974881616749,-1.06961426651899,-0.106867931583286,-0.136563283900421,0.711844092141399,0.775278910801089
"52","No",-0.796665558328988,-0.695566539521694,-0.192972812918135,0.134727547255368,-0.637803231138747,-0.681585996153652,-0.951672452597495,-1.22614087678977,-0.0987998211854904,-0.120379092360485,0.66910439394798,0.66920362993338
"53","No",-0.980169586242766,-0.996991385146985,0.975514080696479,1.0096142769147,-1.24589750009758,-1.04944052459767,-0.951672452597495,-1.22614087678977,-0.29243447073258,-0.193207954290194,0.476775752077595,0.0327519447271293
"54","No",-0.466372776885945,-0.536341763367967,-0.103570572470499,-0.228839328610566,-0.844667535641894,-0.903811243395322,-0.846974881616749,-1.12526817239304,-0.18754903556124,-0.217484241600097,0.69047424304469,0.754063854627547
"55","No",-0.405656212593229,-0.45883595449346,-0.194538474322107,-0.290346810242057,-0.837622620441778,-0.896684312819544,-0.658519253851406,-0.954828085653758,-0.235957697948012,-0.266036816219903,0.647734544851271,0.711633742280463
"56","No",-0.913773808990814,-0.952187796169086,0.454163466634973,0.449276974104829,-0.856505061004418,-0.857519743984416,-0.951672452597495,-1.22614087678977,-0.300502581130375,-0.249852624679967,0.519515450271014,0.41462295585088
"57","No",-0.932763981170026,-1.0080414774442,-0.516288436256241,-0.668126994621421,-0.893306322060005,-0.953016272021686,-0.909793424205197,-1.19135718561848,-0.139140373174467,-0.177023762750259,0.69047424304469,0.754063854627547
"58","No",-0.345409363710703,-0.392364408966162,-0.156071744046748,-0.258016798904728,-0.844667535641894,-0.903811243395322,-0.951672452597495,-1.22614087678977,-0.163344704367854,-0.193207954290194,0.711844092141399,0.775278910801089
"59","No",-0.356119531079291,-0.415644794862678,-0.0609496047404431,-0.185240287013765,-0.837622620441778,-0.896684312819544,-0.55382168287066,-0.798301475382985,-0.203685256356831,-0.233668433140032,0.69047424304469,0.754063854627547
"60","No",-1.04798731766066,-1.10893773227261,0.0586049425115726,0.1606537198756,-0.844667535641894,-0.896684312819544,-0.951672452597495,-1.22614087678977,-0.219821477152421,-0.217484241600097,0.604994846657852,0.520698236718588
"61","No",-0.68896812040559,-0.716687504881467,0.384509141900415,0.288535538002815,-0.751179417099604,-0.809234756441992,-0.951672452597495,-1.22614087678977,-0.123004152378877,-0.112286996590518,0.604994846657852,0.584343405239213
"62","No",-0.58188102485755,-0.622287685642943,-0.220006288893855,-0.308676989251923,-0.688089515909356,-0.694350872182492,0.514093541132951,0.0469422200791903,-0.090731710787695,-0.120379092360485,0.711844092141399,0.775278910801089
"63","No",-1.14747717287951,-1.10837995394667,0.297707850511582,0.34342314768423,-1.15577915814287,-0.916227390567148,-0.951672452597495,-1.22614087678977,-0.179480925163444,-0.177023762750259,0.540885299367723,0.457053068197963
"64","No",-0.954146529894624,-0.981479326801064,0.514979299624661,0.527701109094631,-1.29402433693685,-0.840734487083478,-0.951672452597495,-1.22614087678977,-0.114936041981081,-0.0718265177406795,0.412666204787466,0.244902506462546
"65","No",-0.806637186822777,-0.795396379096961,0.018054788033602,0.116507966734681,-0.751179417099604,-0.809234756441992,-0.951672452597495,-1.22614087678977,-0.106867931583286,-0.136563283900421,0.647734544851271,0.66920362993338
"66","No",-1.02931164277247,-1.08902708881776,-0.532399996284479,-0.628099527041768,-0.822242934605781,-0.840995527197111,-0.909793424205197,-1.16353023268146,-0.123004152378877,-0.152747475440356,0.69047424304469,0.754063854627547
"67","No",-1.03417588576293,-1.06155372479929,-0.315652377502832,-0.194355166542401,-0.837622620441778,-0.896684312819544,-0.951672452597495,-1.22614087678977,-0.235957697948012,-0.257944720449935,0.604994846657852,0.584343405239213
"68","No",-0.888622434170791,-0.878210839996788,0.5196573674108,0.486054410121212,-0.893306322060005,-0.809234756441992,-0.951672452597495,-1.22614087678977,-0.163344704367854,-0.10419490082055,0.562255148464433,0.435838012024422
"69","No",-0.371887570347418,-0.446658840955048,-0.0401537904220314,-0.171352468240339,-0.837622620441778,-0.896684312819544,-0.909793424205197,-1.19135718561848,-0.203685256356831,-0.24176052891,0.66910439394798,0.732848798454005
"70","No",-0.85514178824403,-0.888592663988563,-0.438319450108245,-0.513889593757789,-0.688089515909356,-0.694350872182492,-0.8260353674206,-1.09396285033889,-0.090731710787695,-0.120379092360485,0.69047424304469,0.754063854627547
"71","No",-1.11755282462472,-1.11949832569,0.73797064759642,0.940953344583807,-1.39306196810536,-1.15575910660138,-0.951672452597495,-1.22614087678977,-0.203685256356831,-0.0637344219707118,0.391296355690756,0.0327519447271293
"72","No",-0.693592839385236,-0.692876073996817,0.644407745247595,0.750596910067848,-0.674092672667475,-0.656064032803572,-0.951672452597495,-1.22614087678977,-0.348911243517148,-0.306497295069741,0.412666204787466,0.308547674983171
"73","No",-0.638563050460729,-0.675400743814929,-0.279262765954833,-0.352280102263369,-0.841145078041843,-0.897397005877125,-0.846974881616749,-1.09744121945602,-0.195617145959035,-0.225576337370065,0.66910439394798,0.732848798454005
"74","No",-0.764508190797818,-0.683506573241348,-0.761635073446363,-0.571812592008634,-1.08823822828872,-1.03536830347477,-0.8260353674206,-0.885260703311192,0.51437656904696,0.543172760776861,0.925542583108495,0.860139135495255
"75","No",-1.16565988543417,-1.24114758467302,-1.12964485719126,-1.30807169971412,-0.897510642137347,-0.957269537882015,-0.449124111889914,-0.80873658273437,0.11097104915719,0.0738312061187379,0.925542583108495,0.987429472536505
"76","No",-0.545489241954422,-0.62041719881276,-0.36555260002029,-0.510856936015258,-0.881828195315824,-0.941404519414014,-0.951672452597495,-1.22614087678977,0.102902938759394,0.0657391103487703,0.882802884915076,0.944999360189422
"77","No",-1.17032293710655,-1.24581484503808,-1.07870435022727,-1.2549229812958,-0.895465054705502,-0.955200136164702,-0.867914395812898,-1.1565734944472,0.11097104915719,0.0738312061187379,0.861433035818366,0.92378430401588
"78","No",-1.12842992468751,-1.20388402158308,-1.061032244558,-1.23648481049513,-0.895465054705502,-0.955200136164702,-0.951672452597495,-1.22614087678977,0.11097104915719,0.0738312061187379,0.882802884915076,0.944999360189422
"79","No",-1.19098542995253,-1.26649598706239,-1.14419825100309,-1.32325596614246,-0.897510642137347,-0.957269537882015,-0.951672452597495,-1.22614087678977,0.119039159554985,0.0819233018887056,0.882802884915076,0.944999360189422
"80","No",-1.27393783261516,-1.34952325940134,-1.29493920300199,-1.48053136227392,-0.933952634626559,-0.994135780148408,0.597851597917548,0.0608556965477035,0.11097104915719,0.0738312061187379,0.946912432205204,1.00864452871005
"81","No",-1.14806849859473,-1.22354032051844,-1.09533855087463,-1.27227825510463,-0.897510642137347,-0.957269537882015,0.137182285602265,-0.321764906336409,0.11097104915719,0.0738312061187379,0.904172734011785,0.966214416362964
"82","No",-0.728264076621055,-0.803356999077377,-0.586984473092111,-0.741887622047781,-0.897510642137347,-0.957269537882015,0.849125768271338,0.269557843575401,0.102902938759394,0.0657391103487703,0.925542583108495,0.987429472536505
"83","No",-0.638070960212227,-0.713082477800042,-0.480946723313575,-0.631253259718496,-0.895465054705502,-0.955200136164702,0.0115452004253693,-0.426115979850258,0.11097104915719,0.0738312061187379,0.840063186721657,0.902569247842339
"84","No",-1.42225105585807,-1.49797034450552,-1.47686638129093,-1.67034487116486,-0.897510642137347,-0.957269537882015,0.346577427563757,-0.147846450479994,0.102902938759394,0.0657391103487703,0.946912432205204,1.00864452871005
"85","No",-0.677803024023749,-0.752850402257685,-0.538119776171931,-0.690904697613145,-0.881828195315824,-0.941404519414014,-0.239728969928421,-0.634818126877955,0.102902938759394,0.0657391103487703,0.861433035818366,0.92378430401588
"86","No",-0.692739888160977,-0.767800747839057,-0.530846826859804,-0.683316474446576,-0.895465054705502,-0.955200136164702,-0.114091884751526,-0.530467053364106,0.102902938759394,0.0657391103487703,0.904172734011785,0.966214416362964
"87","No",-1.34500838913072,-1.31674483906964,-1.52468692719956,-1.37315003541749,-1.15377180599014,-1.17370877528684,-0.742277310636003,-0.655688341580725,0.490172237853573,0.494620186157055,0.882802884915076,0.881354191668797
"88","Yes",0.376044206890853,0.61616924642619,0.31849747832596,0.436695856000042,0.538648447636662,0.495609004704925,-0.155970913143824,-0.0191467931462472,-0.0100506068097411,-0.015181847350906,-1.38240111933613,-1.36744176272662
"89","Yes",-0.307026975137196,-0.269314932789801,0.221815864119705,0.190370180921479,0.381027151002974,0.495609004704925,0.367516941759906,0.422606084729046,0.0464261659748267,0.049554918808835,-1.31829157204601,-1.38865681890016
"90","Yes",1.16193883472215,1.1128605145215,0.803464548372248,0.729228959221454,0.901996484194309,0.863187060342737,1.10039993862513,0.728702567036336,-0.0181187172075365,-0.0475502304307766,-1.06185338288549,-1.00678580777641
"91","Yes",0.0639384593790415,0.103828813919121,0.3980320069067,0.402643859700652,-0.255930852117101,0.0877118095847564,-0.239728969928421,-0.0574088534346585,0.0544942763726221,0.114291684968576,-1.44651066662626,-1.53716221211496
"92","Yes",0.505162747506891,0.590786515408585,0.431814363920656,0.538871159292058,0.687025260106249,0.674875845746089,0.514093541132951,0.826096902315928,0.0141537243836451,0.00100234418902922,-1.21144232656246,-1.17650625716475
"93","Yes",0.143254254449776,0.48320773386103,0.143846877971708,0.455570015727128,0.687025260106249,0.645713187862261,0.346577427563757,0.610438017053974,0.0060856139858497,0.00909443995899686,-1.27555187385259,-1.28258153803246
"94","Yes",-0.579458255498058,-0.526661976108337,0.404787193420188,0.411209495463875,0.172325472271506,0.179534304262211,-0.784156339028301,-0.728734093040419,-0.0019824964119457,0.0252786314989321,-1.51062021391639,-1.51594715594141
"95","Yes",-0.386939107158007,-0.411482354237706,0.0565279427554534,-0.0216703845437585,0.538648447636662,0.495609004704925,0.0534242288176678,0.234774152404118,0.0302899451792359,0.00909443995899686,-1.36103127023943,-1.34622670655308
"96","Yes",-0.462251940827004,-0.458710677799342,0.177635540460928,0.206862587909009,0.319586048684927,0.36527682414663,-0.197849941536123,-0.0261035313805039,-0.0019824964119457,0.00909443995899686,-1.44651066662626,-1.47351704359433
"97","Yes",0.397071504619506,0.569760198050358,0.358523564530029,0.516418921214661,0.687025260106249,0.645713187862261,0.639730626309846,0.37390891708925,0.0302899451792359,0.049554918808835,-1.19007247746575,-1.26136648185891
"98","Yes",0.189159482784835,0.254291230517087,0.226493931905845,0.168685752063807,0.272898562020608,0.391067971546153,-0.909793424205197,-0.93047950183386,-0.0181187172075365,-0.039458134660809,-1.44651066662626,-1.49473209976787
"99","Yes",0.142575928490659,0.200482962254777,0.428695652063226,0.37986737316818,-0.0228524922839231,0.173141775135097,0.346577427563757,0.478259990603099,0.0786986075660082,0.130475876508511,-1.31829157204601,-1.45230198742079
"100","Yes",0.666972684081196,0.63241397019684,0.477560467954635,0.5308457059141,0.738921978417982,0.723980384256632,0.681609654702145,1.32002531694815,0.0141537243836451,0.0171865357289645,-1.12596293017562,-1.13407614481766
"101","Yes",1.0714762830876,1.21320329024496,0.683398543796856,0.736500754028141,0.826462820384672,0.816167211519475,-0.239728969928421,0.0608556965477035,-0.0100506068097411,-0.015181847350906,-1.12596293017562,-1.09164603247058
"102","Yes",0.355480936495392,0.464382565539062,0.482756179568184,0.517939147720677,0.660130252662728,0.653109039355473,0.681609654702145,0.565219218531306,0.0706304971682129,0.0981074934286408,-1.16870262836904,-1.21893636951183
"103","Yes",-0.0227139657749974,0.0616359724865521,0.483273942366823,0.444725306315535,0.41351049158566,0.588097407568028,0.26281937077916,0.443476299431816,0.0867667179638036,0.106199589198608,-1.23281217565917,-1.26136648185891
"104","Yes",0.986590077427294,0.972218873575806,0.766557055054368,0.706129639298753,0.715852319612033,0.743157024362737,-0.365366055105317,0.172163508295809,-0.0019824964119457,-0.0232739431208737,-1.19007247746575,-1.21893636951183
"105","No",-0.4263795561484,-0.425796180609263,-0.415970406879537,-0.397071398056256,-0.706896916485458,-0.613473774602634,-0.930732938401346,-0.582642590121031,-1.23640338727464,-1.17235154245628,-2.30130463049464,-2.51305479609787
"106","No",-0.833733415389584,-0.49604246822363,-1.12392698084351,0.00522016718113888,-0.360860422748113,-0.414371752966082,-0.951672452597495,-0.276546107813741,-1.32515260165039,-1.30991717054573,-1.93801719585058,-2.04632356027996
"107","No",0.253075818166516,0.230028668042993,0.418303990893668,0.414786357354921,0.140790860807982,0.13632255455944,0.514093541132951,0.304341534746684,-1.22833527687685,-1.20471992553615,-1.89527749765716,-1.96146333558579
"108","No",-1.3603780547506,-1.33942940504839,-1.07454642466439,-0.848174756219309,-1.43101893598992,-1.44862673442298,-0.951672452597495,-1.01743872976207,-1.37356126403716,-1.28564088323582,-2.66459206513871,-2.72520535783329
"109","No",-0.33405839607168,-0.27104968148812,-0.156595693349421,-0.0405486405111924,-0.42146828209612,-0.355853508806405,-0.700398282243704,-0.363505335741948,-1.27674393926362,-1.26136459592592,-2.13034583772097,-2.25847412201537
"110","No",0.262689787668406,0.243287569806589,0.276911917221941,0.26358409680372,0.0555600019275981,0.0931196460923156,-0.0303338279669291,0.304341534746684,-1.17185850409228,-1.16425944668631,-2.04486644133413,-2.0675386164535
"111","No",-0.133926648292957,-0.154947993966121,-0.0495162314695739,-0.0269861873493038,-0.245305085982522,-0.236444517003814,-0.386305569301466,0.0886826494847297,-1.18799472488787,-1.19662782976618,-2.15171568681768,-2.21604400966829
"112","No",0.399546533999843,0.359706618005475,0.570075352726897,0.506113053600587,0.258105280516114,0.323882632511408,0.304698399171458,0.37390891708925,-1.22026716647905,-1.18853573399621,-1.83116795036704,-1.91903322323871
"113","No",-1.15685661658926,-0.28306743723509,-1.27830553772517,-0.0403326569295941,-0.0602791082359518,-0.00956688526428337,-0.909793424205197,0.996536989055214,-1.29288016005921,-1.29373297900579,-1.80979810127033,-1.812957942371
"114","No",-0.855771628878719,-0.721399933122822,-0.379063092018507,-0.43275416969946,-0.948649157465577,-0.749338016291897,-0.700398282243704,-0.537423791598363,-1.3090163808548,-1.28564088323582,-2.36541417778477,-2.42819457140371
"115","No",-0.492222027989204,-0.409091596527745,0.00869865246132262,0.174647023044222,-0.62939355056831,-0.565357165235411,-0.784156339028301,-0.530467053364106,-1.33322071204819,-1.3180092663157,-2.06623629043084,-2.13118378497412
"116","No",-0.873400970941265,-0.778900554764471,-0.676386832510977,-0.275378750826594,-0.936603613977474,-0.864417618142769,-0.909793424205197,-0.707863878337649,-1.34935693284378,-1.33419345785563,-2.23719508320452,-2.36454940288308
"117","No",0.321644297649618,0.306353754497707,0.291470188854262,0.205013073331008,0.133214033051682,0.099058535628793,1.26791605219432,1.27828488754261,-1.11538173130771,-1.12379896783647,-1.95938704494729,-1.96146333558579
"118","No",-1.32473275060088,-1.35742374239964,-1.00281498120248,-0.81368808675554,-1.24317018024042,-1.20427455831752,-0.909793424205197,-0.231327309291073,-1.37356126403716,-1.3665618409355,-2.4295237250749,-2.51305479609787
"119","No",-1.14927413662461,-1.09350483170472,-0.599459558464279,-0.557276549407749,-1.26824576062747,-1.15270899871451,-0.867914395812898,-0.871347226842679,-1.37356126403716,-1.27754878746586,-2.47226342326832,-2.55548490844496
"120","No",-0.117306100351185,0.094858267843799,-0.12488414958755,0.481599041218473,-0.10446673593817,0.160813777187672,0.116242771406115,0.756529519973362,-1.3170844912526,-1.26945669169589,-1.80979810127033,-1.89781816706516
"121","No",-0.892281403584816,-0.76057633688369,-0.998660743747783,-0.208015358481379,-0.710268708878588,-0.71400596522809,-0.951672452597495,-1.06613589740186,-1.34935693284378,-1.3422855536256,-2.08760613952755,-2.15239884114767
"122","No",-0.669306494817942,-0.707203944490281,-0.248592934294274,-0.181772906455447,-0.659148530878088,-0.657696293307461,-0.491003140282212,-0.419159241616001,-1.300948270457,-1.30991717054573,-2.23719508320452,-2.30090423436246
"123","No",-1.44297398289502,-1.42915040813695,-1.33236428066166,-1.22889214352843,-1.76148684340525,-1.5300599088862,-0.951672452597495,-1.08004937387038,-1.39776559523055,-1.32610136208566,-2.83555085791238,-3.00100108808933
"124","No",0.0318950356143504,0.0807390268199277,0.111623876886461,0.142758362984309,-0.195284757489998,-0.0206683196456754,-0.574761197066809,0.259122736224016,-1.22833527687685,-1.21281202130612,-2.06623629043084,-2.23725906584183
"125","No",-0.0699832131943651,-0.11384408007118,0.322657783313461,0.366414277210541,-0.125433584445611,0.0931196460923156,-0.0303338279669291,0.234774152404118,-1.26060771846803,-1.25327250015595,-1.95938704494729,-2.04632356027996
"126","No",-1.41511598154628,-1.42561375169725,-1.77106891153011,-1.78857140394686,-1.91702360204217,-1.84005652295749,-0.0303338279669291,1.52177072574159,-1.3170844912526,-1.29373297900579,-3.15609859436303,-3.10707636895704
